"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"161",161,"2024-07-20","EN",14.5,"46-50","Male","Single (never married)","Skip","Limbu","","Dhankuta","Town","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,4,2,0,0,1,NA,3,3,1,5,8,0.421052631578947,2
"162",162,"2024-07-20","EN",10.05,"26-30","Male","Single (never married)","Post-graduate","Chhetri","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Skip","",2,5,5,NA,NA,4,5,0,0,0,0,4,1,2,1,2,3,0.157894736842105,2
"163",163,"2024-07-20","NE",7.63333333333333,"31-35","Male","Married","Secondary","Chhetri","","Dolakha","Village","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","I don’t understand","Mobile phone alert (app)","I don’t know","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","Skip","Useful","Yes","",0,NA,5,1,1,2,5,0,1,0,2,2,1,NA,0,1,2,0.105263157894737,NA
"164",164,"2024-07-21","EN",9.4,"21-25","Male","Single (never married)","Secondary","Bahun","","Lalitpur","City","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Skip","",3,5,5,NA,NA,3,5,0,0,0,0,2,0,4,1,1,2,0.105263157894737,4
"165",165,"2024-07-21","EN",26.2166666666667,"31-35","Male","Single (never married)","University (Bachelor)","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,5,0,0,0,0,3,1,2,1,5,10,0.526315789473684,5
"166",166,"2024-07-21","EN",6.5,"21-25","Male","Single (never married)","Secondary","Yadav","","Kathmandu","City","Personally felt an earthquake before","Neither agree nor disagree","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","No","",1,5,4,0,0,3,3,2,0,0,0,2,0,4,1,1,1,0.0526315789473684,1
"167",167,"2024-07-21","NE",7.2,"","Male","Married","University (Bachelor)","Bahun","","Kathmandu","City","Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","No","",3,4,4,0,0,3,5,0,1,0,0,3,NA,5,1,5,11,0.578947368421053,4
"168",168,"2024-07-21","EN",10.2833333333333,"51-55","Female","Married","Secondary","Bahun","","Lalitpur","City","Personally have felt strong shaking,Struggled mentally following an earthquake,Have seen the effects of","Neither agree nor disagree","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Skip",1,5,5,1,NA,1,3,0,1,1,0,2,3,5,1,3,5,0.263157894736842,5
"169",169,"2024-07-21","NE",40.3,"71-75","Male","Married","Post-graduate","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking,Recommended actions","I don’t know what I would do","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",3,5,4,1,1,2,5,0,1,0,0,4,5,2,1,5,10,0.526315789473684,4
"170",170,"2024-07-21","EN",10.9,"18-20","Female","Skip","Secondary","Other","Hyolmo","Kathmandu","City","Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","No",0,5,5,1,NA,3,5,2,NA,1,0,2,0,5,0,3,6,0.315789473684211,1
"171",171,"2024-07-21","EN",8.06666666666667,"21-25","Female","Single (never married)","Secondary","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","No","",3,4,4,0,0,1,5,0,0,1,0,2,0,5,1,3,4,0.210526315789474,3
"172",172,"2024-07-21","EN",6.55,"21-25","Female","Single (never married)","University (Bachelor)","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No","",0,5,5,0,0,4,5,0,0,1,0,3,0,2,1,4,6,0.315789473684211,1
"173",173,"2024-07-21","EN",15.4166666666667,"21-25","Female","Skip","University (Bachelor)","Bahun","","Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,3,0,NA,1,0,3,0,5,1,3,7,0.368421052631579,4
"174",174,"2024-07-21","EN",4.1,"21-25","Male","Single (never married)","University (Bachelor)","Bahun","","Bhaktapur","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","No",3,4,4,1,NA,4,5,0,0,0,1,3,0,4,1,6,12,0.631578947368421,4
"175",175,"2024-07-21","EN",3.46666666666667,"18-20","Male","Single (never married)","Secondary","Bahun","","Makwanpur","City","Personally felt an earthquake before","Highly agree (Very worried)","","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I don't know","I feel strongly this SHOULD be implemented in Nepal.","Useful","No","",1,5,5,0,0,NA,5,0,0,0,0,2,0,4,NA,1,1,0.0526315789473684,1
"176",176,"2024-07-21","EN",7.31666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Chhetri","","Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",3,5,4,1,1,2,4,0,0,0,1,3,1,4,1,2,3,0.157894736842105,2
